new_idx,new_file,new_instance_id,source_buffer,source_local_idx,old_file,old_instance_id,instance_type,time_window_type,global_value
87,solomon_dataset_87_R_wide_1777582045.txt,solomon_dataset_87_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,87,solomon_dataset_87_R_wide_1777247658.txt,solomon_dataset_87_R_wide_1777247658,R,wide,988.3699467896802
88,solomon_dataset_88_C_wide_1777582045.txt,solomon_dataset_88_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,88,solomon_dataset_88_C_wide_1777247658.txt,solomon_dataset_88_C_wide_1777247658,C,wide,434.179693352792
89,solomon_dataset_89_R_narrow_1777582045.txt,solomon_dataset_89_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,89,solomon_dataset_89_R_narrow_1777247658.txt,solomon_dataset_89_R_narrow_1777247658,R,narrow,1398.061072761633
90,solomon_dataset_90_R_wide_1777582045.txt,solomon_dataset_90_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,90,solomon_dataset_90_R_wide_1777247658.txt,solomon_dataset_90_R_wide_1777247658,R,wide,1094.8306858518322
91,solomon_dataset_91_C_wide_1777582045.txt,solomon_dataset_91_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,91,solomon_dataset_91_C_wide_1777247658.txt,solomon_dataset_91_C_wide_1777247658,C,wide,654.1363639369587
92,solomon_dataset_92_RC_narrow_1777582045.txt,solomon_dataset_92_RC_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,92,solomon_dataset_92_RC_narrow_1777247658.txt,solomon_dataset_92_RC_narrow_1777247658,RC,narrow,969.0355007094008
93,solomon_dataset_93_RC_wide_1777582045.txt,solomon_dataset_93_RC_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,93,solomon_dataset_93_RC_wide_1777247658.txt,solomon_dataset_93_RC_wide_1777247658,RC,wide,872.771428387005
94,solomon_dataset_94_RC_narrow_1777582045.txt,solomon_dataset_94_RC_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,94,solomon_dataset_94_RC_narrow_1777247658.txt,solomon_dataset_94_RC_narrow_1777247658,RC,narrow,1109.9515597579439
95,solomon_dataset_95_R_narrow_1777582045.txt,solomon_dataset_95_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,95,solomon_dataset_95_R_narrow_1777247658.txt,solomon_dataset_95_R_narrow_1777247658,R,narrow,1578.4139693709744
96,solomon_dataset_96_RC_narrow_1777582045.txt,solomon_dataset_96_RC_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,96,solomon_dataset_96_RC_narrow_1777247658.txt,solomon_dataset_96_RC_narrow_1777247658,RC,narrow,1236.2731036716818
97,solomon_dataset_97_C_narrow_1777582045.txt,solomon_dataset_97_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,97,solomon_dataset_97_C_narrow_1777247658.txt,solomon_dataset_97_C_narrow_1777247658,C,narrow,916.648529469586
98,solomon_dataset_98_R_narrow_1777582045.txt,solomon_dataset_98_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,98,solomon_dataset_98_R_narrow_1777247658.txt,solomon_dataset_98_R_narrow_1777247658,R,narrow,1293.951114622418
99,solomon_dataset_99_R_narrow_1777582045.txt,solomon_dataset_99_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,99,solomon_dataset_99_R_narrow_1777247658.txt,solomon_dataset_99_R_narrow_1777247658,R,narrow,1406.7181363610298
100,solomon_dataset_100_R_narrow_1777582045.txt,solomon_dataset_100_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,100,solomon_dataset_100_R_narrow_1777247658.txt,solomon_dataset_100_R_narrow_1777247658,R,narrow,1256.3993140001198
101,solomon_dataset_101_R_wide_1777582045.txt,solomon_dataset_101_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,101,solomon_dataset_101_R_wide_1777247658.txt,solomon_dataset_101_R_wide_1777247658,R,wide,1022.0988088984516
102,solomon_dataset_102_RC_narrow_1777582045.txt,solomon_dataset_102_RC_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,102,solomon_dataset_102_RC_narrow_1777247658.txt,solomon_dataset_102_RC_narrow_1777247658,RC,narrow,1131.707142185227
103,solomon_dataset_103_C_wide_1777582045.txt,solomon_dataset_103_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,103,solomon_dataset_103_C_wide_1777247658.txt,solomon_dataset_103_C_wide_1777247658,C,wide,535.5710891545472
104,solomon_dataset_104_C_wide_1777582045.txt,solomon_dataset_104_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,104,solomon_dataset_104_C_wide_1777247658.txt,solomon_dataset_104_C_wide_1777247658,C,wide,707.2528794002988
105,solomon_dataset_105_C_narrow_1777582045.txt,solomon_dataset_105_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,105,solomon_dataset_105_C_narrow_1777247658.txt,solomon_dataset_105_C_narrow_1777247658,C,narrow,616.2773967415413
106,solomon_dataset_106_C_narrow_1777582045.txt,solomon_dataset_106_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,106,solomon_dataset_106_C_narrow_1777247658.txt,solomon_dataset_106_C_narrow_1777247658,C,narrow,526.7301633839741
107,solomon_dataset_107_R_narrow_1777582045.txt,solomon_dataset_107_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,107,solomon_dataset_107_R_narrow_1777247658.txt,solomon_dataset_107_R_narrow_1777247658,R,narrow,1550.4395826031255
108,solomon_dataset_108_RC_wide_1777582045.txt,solomon_dataset_108_RC_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,108,solomon_dataset_108_RC_wide_1777247658.txt,solomon_dataset_108_RC_wide_1777247658,RC,wide,979.7015937048059
109,solomon_dataset_109_R_wide_1777582045.txt,solomon_dataset_109_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,109,solomon_dataset_109_R_wide_1777247658.txt,solomon_dataset_109_R_wide_1777247658,R,wide,1004.6120613182177
110,solomon_dataset_110_C_wide_1777582045.txt,solomon_dataset_110_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,110,solomon_dataset_110_C_wide_1777247658.txt,solomon_dataset_110_C_wide_1777247658,C,wide,474.83400203667014
111,solomon_dataset_111_RC_narrow_1777582045.txt,solomon_dataset_111_RC_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,111,solomon_dataset_111_RC_narrow_1777247658.txt,solomon_dataset_111_RC_narrow_1777247658,RC,narrow,1088.1704060523343
112,solomon_dataset_112_C_narrow_1777582045.txt,solomon_dataset_112_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,112,solomon_dataset_112_C_narrow_1777247658.txt,solomon_dataset_112_C_narrow_1777247658,C,narrow,1129.9846854039786
113,solomon_dataset_113_C_narrow_1777582045.txt,solomon_dataset_113_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,113,solomon_dataset_113_C_narrow_1777247658.txt,solomon_dataset_113_C_narrow_1777247658,C,narrow,628.6687180933287
114,solomon_dataset_114_RC_wide_1777582045.txt,solomon_dataset_114_RC_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,114,solomon_dataset_114_RC_wide_1777247658.txt,solomon_dataset_114_RC_wide_1777247658,RC,wide,1013.2120994998595
115,solomon_dataset_115_C_narrow_1777582045.txt,solomon_dataset_115_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,115,solomon_dataset_115_C_narrow_1777247658.txt,solomon_dataset_115_C_narrow_1777247658,C,narrow,725.6829840051307
116,solomon_dataset_116_R_wide_1777582045.txt,solomon_dataset_116_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,116,solomon_dataset_116_R_wide_1777247658.txt,solomon_dataset_116_R_wide_1777247658,R,wide,995.9436803534861
117,solomon_dataset_117_C_wide_1777582045.txt,solomon_dataset_117_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,117,solomon_dataset_117_C_wide_1777247658.txt,solomon_dataset_117_C_wide_1777247658,C,wide,507.66326715110495
118,solomon_dataset_118_R_wide_1777582045.txt,solomon_dataset_118_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,118,solomon_dataset_118_R_wide_1777247658.txt,solomon_dataset_118_R_wide_1777247658,R,wide,1052.0375659941592
119,solomon_dataset_119_R_wide_1777582045.txt,solomon_dataset_119_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,119,solomon_dataset_119_R_wide_1777247658.txt,solomon_dataset_119_R_wide_1777247658,R,wide,965.0433791659761
120,solomon_dataset_120_C_wide_1777582045.txt,solomon_dataset_120_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,120,solomon_dataset_120_C_wide_1777247658.txt,solomon_dataset_120_C_wide_1777247658,C,wide,631.7106975509943
121,solomon_dataset_121_R_narrow_1777582045.txt,solomon_dataset_121_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,121,solomon_dataset_121_R_narrow_1777247658.txt,solomon_dataset_121_R_narrow_1777247658,R,narrow,1591.2404390816992
122,solomon_dataset_122_C_narrow_1777582045.txt,solomon_dataset_122_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,122,solomon_dataset_122_C_narrow_1777247658.txt,solomon_dataset_122_C_narrow_1777247658,C,narrow,818.2369234930794
123,solomon_dataset_123_R_narrow_1777582045.txt,solomon_dataset_123_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,123,solomon_dataset_123_R_narrow_1777247658.txt,solomon_dataset_123_R_narrow_1777247658,R,narrow,1311.0351809358312
124,solomon_dataset_124_C_narrow_1777582045.txt,solomon_dataset_124_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,124,solomon_dataset_124_C_narrow_1777247658.txt,solomon_dataset_124_C_narrow_1777247658,C,narrow,838.8962553837704
125,solomon_dataset_125_R_narrow_1777582045.txt,solomon_dataset_125_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,125,solomon_dataset_125_R_narrow_1777247658.txt,solomon_dataset_125_R_narrow_1777247658,R,narrow,1197.2533182217521
126,solomon_dataset_126_C_narrow_1777582045.txt,solomon_dataset_126_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,126,solomon_dataset_126_C_narrow_1777247658.txt,solomon_dataset_126_C_narrow_1777247658,C,narrow,775.5057412816426
127,solomon_dataset_127_R_narrow_1777582045.txt,solomon_dataset_127_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,127,solomon_dataset_127_R_narrow_1777247658.txt,solomon_dataset_127_R_narrow_1777247658,R,narrow,1404.0884249053354
128,solomon_dataset_128_C_narrow_1777582045.txt,solomon_dataset_128_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,128,solomon_dataset_128_C_narrow_1777247658.txt,solomon_dataset_128_C_narrow_1777247658,C,narrow,611.7597068874547
129,solomon_dataset_129_R_wide_1777582045.txt,solomon_dataset_129_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,129,solomon_dataset_129_R_wide_1777247658.txt,solomon_dataset_129_R_wide_1777247658,R,wide,934.6363556994795
130,solomon_dataset_130_C_narrow_1777582045.txt,solomon_dataset_130_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,130,solomon_dataset_130_C_narrow_1777247658.txt,solomon_dataset_130_C_narrow_1777247658,C,narrow,811.811516995901
131,solomon_dataset_131_R_wide_1777582045.txt,solomon_dataset_131_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,131,solomon_dataset_131_R_wide_1777247658.txt,solomon_dataset_131_R_wide_1777247658,R,wide,973.8798830992786
132,solomon_dataset_132_C_wide_1777582045.txt,solomon_dataset_132_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,132,solomon_dataset_132_C_wide_1777247658.txt,solomon_dataset_132_C_wide_1777247658,C,wide,749.3774151135614
133,solomon_dataset_133_R_wide_1777582045.txt,solomon_dataset_133_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,133,solomon_dataset_133_R_wide_1777247658.txt,solomon_dataset_133_R_wide_1777247658,R,wide,1067.8583203494438
134,solomon_dataset_134_C_wide_1777582045.txt,solomon_dataset_134_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,134,solomon_dataset_134_C_wide_1777247658.txt,solomon_dataset_134_C_wide_1777247658,C,wide,680.1749879183922
135,solomon_dataset_135_R_wide_1777582045.txt,solomon_dataset_135_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,135,solomon_dataset_135_R_wide_1777247658.txt,solomon_dataset_135_R_wide_1777247658,R,wide,1005.0669947997894
136,solomon_dataset_136_RC_wide_1777582045.txt,solomon_dataset_136_RC_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,136,solomon_dataset_136_RC_wide_1777247658.txt,solomon_dataset_136_RC_wide_1777247658,RC,wide,846.6884967198075
137,solomon_dataset_137_C_narrow_1777582045.txt,solomon_dataset_137_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,137,solomon_dataset_137_C_narrow_1777247658.txt,solomon_dataset_137_C_narrow_1777247658,C,narrow,1198.655920476011
138,solomon_dataset_138_C_wide_1777582045.txt,solomon_dataset_138_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,138,solomon_dataset_138_C_wide_1777247658.txt,solomon_dataset_138_C_wide_1777247658,C,wide,434.44199349522887
139,solomon_dataset_139_R_narrow_1777582045.txt,solomon_dataset_139_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,139,solomon_dataset_139_R_narrow_1777247658.txt,solomon_dataset_139_R_narrow_1777247658,R,narrow,1238.0366416355112
140,solomon_dataset_140_C_narrow_1777582045.txt,solomon_dataset_140_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,140,solomon_dataset_140_C_narrow_1777247658.txt,solomon_dataset_140_C_narrow_1777247658,C,narrow,1123.9515616814797
141,solomon_dataset_141_C_wide_1777582045.txt,solomon_dataset_141_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,141,solomon_dataset_141_C_wide_1777247658.txt,solomon_dataset_141_C_wide_1777247658,C,wide,677.713209721145
142,solomon_dataset_142_R_narrow_1777582045.txt,solomon_dataset_142_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,142,solomon_dataset_142_R_narrow_1777247658.txt,solomon_dataset_142_R_narrow_1777247658,R,narrow,1245.5083093518442
143,solomon_dataset_143_C_narrow_1777582045.txt,solomon_dataset_143_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,143,solomon_dataset_143_C_narrow_1777247658.txt,solomon_dataset_143_C_narrow_1777247658,C,narrow,611.6589263984172
144,solomon_dataset_144_R_narrow_1777582045.txt,solomon_dataset_144_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,144,solomon_dataset_144_R_narrow_1777247658.txt,solomon_dataset_144_R_narrow_1777247658,R,narrow,1582.0244934490504
145,solomon_dataset_145_R_wide_1777582045.txt,solomon_dataset_145_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,145,solomon_dataset_145_R_wide_1777247658.txt,solomon_dataset_145_R_wide_1777247658,R,wide,1004.3398216656332
146,solomon_dataset_146_C_narrow_1777582045.txt,solomon_dataset_146_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,146,solomon_dataset_146_C_narrow_1777247658.txt,solomon_dataset_146_C_narrow_1777247658,C,narrow,1032.0599350629
147,solomon_dataset_147_R_wide_1777582045.txt,solomon_dataset_147_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,147,solomon_dataset_147_R_wide_1777247658.txt,solomon_dataset_147_R_wide_1777247658,R,wide,988.2274248665849
148,solomon_dataset_148_C_wide_1777582045.txt,solomon_dataset_148_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,148,solomon_dataset_148_C_wide_1777247658.txt,solomon_dataset_148_C_wide_1777247658,C,wide,476.2706617425098
149,solomon_dataset_149_C_narrow_1777582045.txt,solomon_dataset_149_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,149,solomon_dataset_149_C_narrow_1777247658.txt,solomon_dataset_149_C_narrow_1777247658,C,narrow,1175.281704444522
150,solomon_dataset_150_R_wide_1777582045.txt,solomon_dataset_150_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,150,solomon_dataset_150_R_wide_1777247658.txt,solomon_dataset_150_R_wide_1777247658,R,wide,1051.5737305732962
151,solomon_dataset_151_C_narrow_1777582045.txt,solomon_dataset_151_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,151,solomon_dataset_151_C_narrow_1777247658.txt,solomon_dataset_151_C_narrow_1777247658,C,narrow,624.0398371613583
152,solomon_dataset_152_R_wide_1777582045.txt,solomon_dataset_152_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,152,solomon_dataset_152_R_wide_1777247658.txt,solomon_dataset_152_R_wide_1777247658,R,wide,1095.249740213598
153,solomon_dataset_153_RC_narrow_1777582045.txt,solomon_dataset_153_RC_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,153,solomon_dataset_153_RC_narrow_1777247658.txt,solomon_dataset_153_RC_narrow_1777247658,RC,narrow,1085.6065496678202
154,solomon_dataset_154_R_wide_1777582045.txt,solomon_dataset_154_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,154,solomon_dataset_154_R_wide_1777247658.txt,solomon_dataset_154_R_wide_1777247658,R,wide,943.7771256488362
155,solomon_dataset_155_C_narrow_1777582045.txt,solomon_dataset_155_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,155,solomon_dataset_155_C_narrow_1777247658.txt,solomon_dataset_155_C_narrow_1777247658,C,narrow,781.2814205717476
156,solomon_dataset_156_R_wide_1777582045.txt,solomon_dataset_156_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,156,solomon_dataset_156_R_wide_1777247658.txt,solomon_dataset_156_R_wide_1777247658,R,wide,1124.530037864081
157,solomon_dataset_157_C_wide_1777582045.txt,solomon_dataset_157_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,157,solomon_dataset_157_C_wide_1777247658.txt,solomon_dataset_157_C_wide_1777247658,C,wide,677.8334047908525
158,solomon_dataset_158_RC_wide_1777582045.txt,solomon_dataset_158_RC_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,158,solomon_dataset_158_RC_wide_1777247658.txt,solomon_dataset_158_RC_wide_1777247658,RC,wide,745.9354711618865
159,solomon_dataset_159_C_narrow_1777582045.txt,solomon_dataset_159_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,159,solomon_dataset_159_C_narrow_1777247658.txt,solomon_dataset_159_C_narrow_1777247658,C,narrow,761.2581425109945
160,solomon_dataset_160_R_wide_1777582045.txt,solomon_dataset_160_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,160,solomon_dataset_160_R_wide_1777247658.txt,solomon_dataset_160_R_wide_1777247658,R,wide,935.8715541554743
161,solomon_dataset_161_C_narrow_1777582045.txt,solomon_dataset_161_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,161,solomon_dataset_161_C_narrow_1777247658.txt,solomon_dataset_161_C_narrow_1777247658,C,narrow,876.8776801809965
162,solomon_dataset_162_C_narrow_1777582045.txt,solomon_dataset_162_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,162,solomon_dataset_162_C_narrow_1777247658.txt,solomon_dataset_162_C_narrow_1777247658,C,narrow,754.6519139930302
163,solomon_dataset_163_RC_narrow_1777582045.txt,solomon_dataset_163_RC_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,163,solomon_dataset_163_RC_narrow_1777247658.txt,solomon_dataset_163_RC_narrow_1777247658,RC,narrow,899.3637881728802
164,solomon_dataset_164_C_wide_1777582045.txt,solomon_dataset_164_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset/unanchored/Cus_50/buffer_1k,164,solomon_dataset_164_C_wide_1777247658.txt,solomon_dataset_164_C_wide_1777247658,C,wide,695.1634885782781
